question,db,lbl,sql,diff,related_tab_cnts,answer,related_tabs
What was the average price of a Bitcoin in the year 2013?,coinmarketcap,11,"SELECT AVG(T2.price) FROM coins AS T1 INNER JOIN historical AS T2 ON T1.id = T2.coin_id WHERE STRFTIME('%Y', T2.date) = '2013' AND T1.name = 'Bitcoin'",,2,257.4744598327145,coinmarketcap#sep#historical#sep#Historical_PriceData7 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData17 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData4 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData5 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData12 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData15 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData2 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData3 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData11 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData9 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData20 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData19 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData0 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData14 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData8 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData10 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData16 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData13 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData18 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData1 [TAB] coinmarketcap#sep#historical#sep#Historical_PriceData6 [TAB] coinmarketcap#sep#coins#sep#Coins_BasicInfo2 [TAB] coinmarketcap#sep#coins#sep#Coins_BasicInfo0 [TAB] coinmarketcap#sep#coins#sep#Coins_BasicInfo1 [TAB] coinmarketcap#sep#coins#sep#Coins_BasicInfo3
Provide the number of orders that were handled by Michael Suyama.,retail_world,1,SELECT COUNT(T2.OrderID) FROM Employees AS T1 INNER JOIN Orders AS T2 ON T1.EmployeeID = T2.EmployeeID WHERE T1.FirstName = 'Michael' AND T1.LastName = 'Suyama',,2,18.0,retail_world#sep#Employees#sep#Employees [TAB] retail_world#sep#Orders#sep#Orders
How many orders were made by the customers in Ireland.,retail_world,1,SELECT COUNT(T2.OrderID) FROM Customers AS T1 INNER JOIN Orders AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Country = 'Ireland',,2,6.0,retail_world#sep#Customers#sep#Customers [TAB] retail_world#sep#Orders#sep#Orders
How many orders were handled by Michael Suyama. State the order ID.,retail_world,1,SELECT COUNT(T2.OrderID) FROM Employees AS T1 INNER JOIN Orders AS T2 ON T1.EmployeeID = T2.EmployeeID WHERE T1.FirstName = 'Michael' AND T1.LastName = 'Suyama',,2,18.0,retail_world#sep#Employees#sep#Employees [TAB] retail_world#sep#Orders#sep#Orders
How many customers are in Brazil?,retails,1,SELECT COUNT(T1.c_custkey) FROM customer AS T1 INNER JOIN nation AS T2 ON T1.c_nationkey = T2.n_nationkey WHERE T2.n_name = 'BRAZIL',,2,5975.0,retails#sep#nation#sep#nation [TAB] retails#sep#customer#sep#customer_market2 [TAB] retails#sep#customer#sep#customer_market4 [TAB] retails#sep#customer#sep#customer_market0 [TAB] retails#sep#customer#sep#customer_market3 [TAB] retails#sep#customer#sep#customer_market1
"How many countries are there in the region whose comment description is ""asymptotes sublate after the r.""",retails,1,SELECT COUNT(T1.n_nationkey) FROM nation AS T1 INNER JOIN region AS T2 ON T1.n_regionkey = T2.r_regionkey WHERE T2.r_comment = 'asymptotes sublate after the r',,2,6.0,retails#sep#nation#sep#nation [TAB] retails#sep#region#sep#region
How many customers are there in India?,retails,1,SELECT COUNT(T1.c_custkey) FROM customer AS T1 INNER JOIN nation AS T2 ON T1.c_nationkey = T2.n_nationkey WHERE T2.n_name = 'INDIA',,2,6083.0,retails#sep#nation#sep#nation [TAB] retails#sep#customer#sep#customer_market2 [TAB] retails#sep#customer#sep#customer_market4 [TAB] retails#sep#customer#sep#customer_market0 [TAB] retails#sep#customer#sep#customer_market3 [TAB] retails#sep#customer#sep#customer_market1
What is the total number of orders made by customers in United States?,retails,10,SELECT COUNT(T1.o_orderkey) FROM orders AS T1 INNER JOIN customer AS T2 ON T1.o_custkey = T2.c_custkey INNER JOIN nation AS T3 ON T2.c_nationkey = T3.n_nationkey WHERE T3.n_name = 'UNITED STATES',,3,62174.0,retails#sep#nation#sep#nation [TAB] retails#sep#customer#sep#customer_market2 [TAB] retails#sep#customer#sep#customer_market4 [TAB] retails#sep#customer#sep#customer_market0 [TAB] retails#sep#customer#sep#customer_market3 [TAB] retails#sep#customer#sep#customer_market1 [TAB] retails#sep#orders
"Among the customers from Brazil, how many customers are in automobile market segment?",retails,11,SELECT COUNT(T1.c_custkey) FROM customer AS T1 INNER JOIN nation AS T2 ON T1.c_nationkey = T2.n_nationkey WHERE T1.c_mktsegment = 'AUTOMOBILE' AND T2.n_name = 'BRAZIL',,2,1143.0,retails#sep#nation#sep#nation [TAB] retails#sep#customer#sep#customer_market2 [TAB] retails#sep#customer#sep#customer_market4 [TAB] retails#sep#customer#sep#customer_market0 [TAB] retails#sep#customer#sep#customer_market3 [TAB] retails#sep#customer#sep#customer_market1
What is the total number of suppliers from Germany?,retails,1,SELECT COUNT(T1.s_suppkey) FROM supplier AS T1 INNER JOIN nation AS T2 ON T1.s_nationkey = T2.n_nationkey WHERE T2.n_name = 'GERMANY',,2,444.0,retails#sep#nation#sep#nation [TAB] retails#sep#supplier#sep#supplier_identity6 [TAB] retails#sep#supplier#sep#supplier_identity2 [TAB] retails#sep#supplier#sep#supplier_identity7 [TAB] retails#sep#supplier#sep#supplier_identity3 [TAB] retails#sep#supplier#sep#supplier_identity9 [TAB] retails#sep#supplier#sep#supplier_identity1 [TAB] retails#sep#supplier#sep#supplier_identity5 [TAB] retails#sep#supplier#sep#supplier_identity8 [TAB] retails#sep#supplier#sep#supplier_identity4 [TAB] retails#sep#supplier#sep#supplier_identity0
How many European suppliers are there?,retails,1,SELECT COUNT(T1.n_nationkey) FROM nation AS T1 INNER JOIN region AS T2 ON T1.n_regionkey = T2.r_regionkey INNER JOIN supplier AS T3 ON T1.n_nationkey = T3.s_nationkey WHERE T2.r_name = 'EUROPE',,3,2104.0,retails#sep#nation#sep#nation [TAB] retails#sep#supplier#sep#supplier_identity6 [TAB] retails#sep#supplier#sep#supplier_identity2 [TAB] retails#sep#supplier#sep#supplier_identity7 [TAB] retails#sep#supplier#sep#supplier_identity3 [TAB] retails#sep#supplier#sep#supplier_identity9 [TAB] retails#sep#supplier#sep#supplier_identity1 [TAB] retails#sep#supplier#sep#supplier_identity5 [TAB] retails#sep#supplier#sep#supplier_identity8 [TAB] retails#sep#supplier#sep#supplier_identity4 [TAB] retails#sep#supplier#sep#supplier_identity0 [TAB] retails#sep#region#sep#region
How many suppliers from Germany have left a comment with 'carefully regular packages'?,retails,11,SELECT COUNT(T1.s_suppkey) FROM supplier AS T1 INNER JOIN nation AS T2 ON T1.s_nationkey = T2.n_nationkey WHERE T2.n_name = 'GERMANY' AND T1.s_comment LIKE '%carefully regular packages%',,2,1.0,retails#sep#nation#sep#nation [TAB] retails#sep#supplier
How many customers from the furniture segments come from Iraq?,retails,11,SELECT COUNT(T1.c_custkey) FROM customer AS T1 INNER JOIN nation AS T2 ON T1.c_nationkey = T2.n_nationkey WHERE T1.c_mktsegment = 'FURNITURE' AND T2.n_name = 'IRAQ',,2,1202.0,retails#sep#nation#sep#nation [TAB] retails#sep#customer#sep#customer_market2 [TAB] retails#sep#customer#sep#customer_market4 [TAB] retails#sep#customer#sep#customer_market0 [TAB] retails#sep#customer#sep#customer_market3 [TAB] retails#sep#customer#sep#customer_market1
"What is the lowest supply cost for the part ""hot spring dodger dim light""?",retails,1,SELECT MIN(T1.ps_supplycost) FROM partsupp AS T1 INNER JOIN part AS T2 ON T1.ps_partkey = T2.p_partkey WHERE T2.p_name = 'hot spring dodger dim light',,2,42.67,retails#sep#part#sep#part_identification4 [TAB] retails#sep#part#sep#part_identification1 [TAB] retails#sep#part#sep#part_identification3 [TAB] retails#sep#part#sep#part_identification0 [TAB] retails#sep#part#sep#part_identification2 [TAB] retails#sep#partsupp#sep#partsupp1 [TAB] retails#sep#partsupp#sep#partsupp5 [TAB] retails#sep#partsupp#sep#partsupp4 [TAB] retails#sep#partsupp#sep#partsupp2 [TAB] retails#sep#partsupp#sep#partsupp6 [TAB] retails#sep#partsupp#sep#partsupp0 [TAB] retails#sep#partsupp#sep#partsupp3 [TAB] retails#sep#partsupp#sep#partsupp7
"What is the total quantity available by all suppliers for the part ""hot spring dodger dim light""?",retails,1,SELECT SUM(T1.ps_availqty) FROM partsupp AS T1 INNER JOIN part AS T2 ON T1.ps_partkey = T2.p_partkey WHERE T2.p_name = 'hot spring dodger dim light',,2,23128.0,retails#sep#part#sep#part_identification4 [TAB] retails#sep#part#sep#part_identification1 [TAB] retails#sep#part#sep#part_identification3 [TAB] retails#sep#part#sep#part_identification0 [TAB] retails#sep#part#sep#part_identification2 [TAB] retails#sep#partsupp#sep#partsupp1 [TAB] retails#sep#partsupp#sep#partsupp5 [TAB] retails#sep#partsupp#sep#partsupp4 [TAB] retails#sep#partsupp#sep#partsupp2 [TAB] retails#sep#partsupp#sep#partsupp6 [TAB] retails#sep#partsupp#sep#partsupp0 [TAB] retails#sep#partsupp#sep#partsupp3 [TAB] retails#sep#partsupp#sep#partsupp7
"How many suppliers for the part ""hot spring dodger dim light"" are in Vietnam?",retails,110,SELECT COUNT(T3.s_name) FROM part AS T1 INNER JOIN partsupp AS T2 ON T1.p_partkey = T2.ps_partkey INNER JOIN supplier AS T3 ON T2.ps_suppkey = T3.s_suppkey INNER JOIN nation AS T4 ON T3.s_nationkey = T4.n_nationkey WHERE T1.p_name = 'hot spring dodger dim light' AND T4.n_name = 'VIETNAM',,4,1.0,retails#sep#nation#sep#nation [TAB] retails#sep#part#sep#part_identification4 [TAB] retails#sep#part#sep#part_identification1 [TAB] retails#sep#part#sep#part_identification3 [TAB] retails#sep#part#sep#part_identification0 [TAB] retails#sep#part#sep#part_identification2 [TAB] retails#sep#supplier#sep#supplier_identity6 [TAB] retails#sep#supplier#sep#supplier_identity2 [TAB] retails#sep#supplier#sep#supplier_identity7 [TAB] retails#sep#supplier#sep#supplier_identity3 [TAB] retails#sep#supplier#sep#supplier_identity9 [TAB] retails#sep#supplier#sep#supplier_identity1 [TAB] retails#sep#supplier#sep#supplier_identity5 [TAB] retails#sep#supplier#sep#supplier_identity8 [TAB] retails#sep#supplier#sep#supplier_identity4 [TAB] retails#sep#supplier#sep#supplier_identity0 [TAB] retails#sep#partsupp#sep#partsupp1 [TAB] retails#sep#partsupp#sep#partsupp5 [TAB] retails#sep#partsupp#sep#partsupp4 [TAB] retails#sep#partsupp#sep#partsupp2 [TAB] retails#sep#partsupp#sep#partsupp6 [TAB] retails#sep#partsupp#sep#partsupp0 [TAB] retails#sep#partsupp#sep#partsupp3 [TAB] retails#sep#partsupp#sep#partsupp7
"Among all the parts under the type ""promo brushed steel"", how many of them have a total available quantity from all suppliers of under 5000?",retails,11,SELECT SUM(num) FROM ( SELECT COUNT(T3.s_name) AS num FROM part AS T1 INNER JOIN partsupp AS T2 ON T1.p_partkey = T2.ps_partkey INNER JOIN supplier AS T3 ON T2.ps_suppkey = T3.s_suppkey WHERE T1.p_type = 'PROMO BRUSHED STEEL' GROUP BY T2.ps_partkey HAVING SUM(T2.ps_availqty) < 5000 ) T,,3,12.0,retails#sep#part#sep#part_identification4 [TAB] retails#sep#part#sep#part_identification1 [TAB] retails#sep#part#sep#part_identification3 [TAB] retails#sep#part#sep#part_identification0 [TAB] retails#sep#part#sep#part_identification2 [TAB] retails#sep#supplier#sep#supplier_identity6 [TAB] retails#sep#supplier#sep#supplier_identity2 [TAB] retails#sep#supplier#sep#supplier_financial0 [TAB] retails#sep#supplier#sep#supplier_financial8 [TAB] retails#sep#supplier#sep#supplier_identity7 [TAB] retails#sep#supplier#sep#supplier_financial4 [TAB] retails#sep#supplier#sep#supplier_financial5 [TAB] retails#sep#supplier#sep#supplier_identity3 [TAB] retails#sep#supplier#sep#supplier_identity9 [TAB] retails#sep#supplier#sep#supplier_identity1 [TAB] retails#sep#supplier#sep#supplier_financial2 [TAB] retails#sep#supplier#sep#supplier_identity5 [TAB] retails#sep#supplier#sep#supplier_identity8 [TAB] retails#sep#supplier#sep#supplier_identity4 [TAB] retails#sep#supplier#sep#supplier_financial1 [TAB] retails#sep#supplier#sep#supplier_identity0 [TAB] retails#sep#supplier#sep#supplier_financial6 [TAB] retails#sep#supplier#sep#supplier_financial3 [TAB] retails#sep#supplier#sep#supplier_financial7 [TAB] retails#sep#partsupp#sep#partsupp1 [TAB] retails#sep#partsupp#sep#partsupp5 [TAB] retails#sep#partsupp#sep#partsupp4 [TAB] retails#sep#partsupp#sep#partsupp2 [TAB] retails#sep#partsupp#sep#partsupp6 [TAB] retails#sep#partsupp#sep#partsupp0 [TAB] retails#sep#partsupp#sep#partsupp3 [TAB] retails#sep#partsupp#sep#partsupp7
"The part ""hot spring dodger dim light"" is ordered in how many orders?",retails,10,SELECT COUNT(T1.p_partkey) FROM part AS T1 INNER JOIN lineitem AS T2 ON T1.p_partkey = T2.l_partkey WHERE T1.p_name = 'hot spring dodger dim light',,2,23.0,retails#sep#part#sep#part_identification4 [TAB] retails#sep#part#sep#part_identification1 [TAB] retails#sep#part#sep#part_identification3 [TAB] retails#sep#part#sep#part_identification0 [TAB] retails#sep#part#sep#part_identification2 [TAB] retails#sep#lineitem
"Among the suppliers for the parts ordered in order no.4, how many of them are in debt?",retails,11,SELECT COUNT(T1.l_linenumber) FROM lineitem AS T1 INNER JOIN supplier AS T2 ON T1.l_suppkey = T2.s_suppkey WHERE T1.l_orderkey = 4 AND T2.s_acctbal < 0,,2,1.0,retails#sep#supplier#sep#supplier_financial0 [TAB] retails#sep#supplier#sep#supplier_financial8 [TAB] retails#sep#supplier#sep#supplier_financial4 [TAB] retails#sep#supplier#sep#supplier_financial5 [TAB] retails#sep#supplier#sep#supplier_financial2 [TAB] retails#sep#supplier#sep#supplier_financial1 [TAB] retails#sep#supplier#sep#supplier_financial6 [TAB] retails#sep#supplier#sep#supplier_financial3 [TAB] retails#sep#supplier#sep#supplier_financial7 [TAB] retails#sep#lineitem
"How much higher in percentage is the highest supply cost of the part ""hot spring dodger dim light"" than the lowest supply cost?",retails,10,SELECT CAST((MAX(T1.ps_supplycost) - MIN(T1.ps_supplycost)) AS REAL) * 100 / MIN(T1.ps_supplycost) FROM partsupp AS T1 INNER JOIN supplier AS T2 ON T1.ps_suppkey = T2.s_suppkey INNER JOIN part AS T3 ON T1.ps_partkey = T3.p_partkey WHERE T3.p_name = 'hot spring dodger dim light',,3,1457.2299039137567,retails#sep#part#sep#part_identification4 [TAB] retails#sep#part#sep#part_identification1 [TAB] retails#sep#part#sep#part_identification3 [TAB] retails#sep#part#sep#part_identification0 [TAB] retails#sep#part#sep#part_identification2 [TAB] retails#sep#supplier#sep#supplier_identity6 [TAB] retails#sep#supplier#sep#supplier_identity2 [TAB] retails#sep#supplier#sep#supplier_financial0 [TAB] retails#sep#supplier#sep#supplier_financial8 [TAB] retails#sep#supplier#sep#supplier_identity7 [TAB] retails#sep#supplier#sep#remaining [TAB] retails#sep#supplier#sep#supplier_financial4 [TAB] retails#sep#supplier#sep#supplier_financial5 [TAB] retails#sep#supplier#sep#supplier_identity3 [TAB] retails#sep#supplier#sep#supplier_identity9 [TAB] retails#sep#supplier#sep#supplier_identity1 [TAB] retails#sep#supplier#sep#supplier_financial2 [TAB] retails#sep#supplier#sep#supplier_identity5 [TAB] retails#sep#supplier#sep#supplier_identity8 [TAB] retails#sep#supplier#sep#supplier_identity4 [TAB] retails#sep#supplier#sep#supplier_financial1 [TAB] retails#sep#supplier#sep#supplier_identity0 [TAB] retails#sep#supplier#sep#supplier_financial6 [TAB] retails#sep#supplier#sep#supplier_financial3 [TAB] retails#sep#supplier#sep#supplier_financial7 [TAB] retails#sep#partsupp#sep#partsupp1 [TAB] retails#sep#partsupp#sep#partsupp5 [TAB] retails#sep#partsupp#sep#partsupp4 [TAB] retails#sep#partsupp#sep#partsupp2 [TAB] retails#sep#partsupp#sep#partsupp6 [TAB] retails#sep#partsupp#sep#partsupp0 [TAB] retails#sep#partsupp#sep#partsupp3 [TAB] retails#sep#partsupp#sep#partsupp7
How many of the workers who started working in 2009 are from the Production Department?,works_cycles,11,SELECT COUNT(T2.BusinessEntityID) FROM Department AS T1 INNER JOIN EmployeeDepartmentHistory AS T2 ON T1.DepartmentID = T2.DepartmentID WHERE T2.StartDate >= '2009-01-01' AND T2.StartDate < '2010-01-01' AND T1.Name = 'Production',,2,104.0,works_cycles#sep#Department#sep#Department [TAB] works_cycles#sep#EmployeeDepartmentHistory#sep#EmployeeDepartmentHistory
What is the total number of employees that worked in the Finance department?,works_cycles,1,SELECT COUNT(T2.BusinessEntityID) FROM Department AS T1 INNER JOIN EmployeeDepartmentHistory AS T2 USING (DepartmentID) WHERE T1.Name = 'Finance',,2,11.0,works_cycles#sep#Department#sep#Department [TAB] works_cycles#sep#EmployeeDepartmentHistory#sep#EmployeeDepartmentHistory
How many people work in the finance department?,works_cycles,1,SELECT COUNT(T2.BusinessEntityID) FROM Department AS T1 INNER JOIN EmployeeDepartmentHistory AS T2 ON T1.DepartmentID = T2.DepartmentID WHERE T1.Name = 'Finance',,2,11.0,works_cycles#sep#Department#sep#Department [TAB] works_cycles#sep#EmployeeDepartmentHistory#sep#EmployeeDepartmentHistory
How much do the works data saved in English and Arabic differ from one another?,works_cycles,10,SELECT SUM(CASE WHEN T1.Name = 'English' THEN 1 ELSE 0 END) - SUM(CASE WHEN T1.Name = 'Arabic' THEN 1 ELSE 0 END) FROM Culture AS T1 INNER JOIN ProductModelProductDescriptionCulture AS T2 ON T1.CultureID = T2.CultureID WHERE T1.Name = 'English' OR T1.Name = 'Arabic',,2,0.0,works_cycles#sep#ProductModelProductDescriptionCulture#sep#ProductModelProductDescriptionCulture [TAB] works_cycles#sep#Culture#sep#Culture
What is the number of the sub categories for bikes?,works_cycles,10,SELECT COUNT(*) FROM ProductCategory AS T1 INNER JOIN ProductSubcategory AS T2 ON T1.ProductCategoryID = T2.ProductCategoryID WHERE T1.Name = 'Bikes',,2,3.0,works_cycles#sep#ProductCategory#sep#ProductCategory [TAB] works_cycles#sep#ProductSubcategory
How many employees in the Information Service department work the evening shift?,works_cycles,11,SELECT COUNT(T2.BusinessEntityID) FROM Department AS T1 INNER JOIN EmployeeDepartmentHistory AS T2 ON T1.DepartmentID = T2.DepartmentID INNER JOIN Shift AS T3 ON T2.ShiftId = T3.ShiftId WHERE T1.Name = 'Information Services' AND T3.Name = 'Evening',,3,1.0,works_cycles#sep#Department#sep#Department [TAB] works_cycles#sep#EmployeeDepartmentHistory#sep#EmployeeDepartmentHistory [TAB] works_cycles#sep#Shift#sep#Shift
What is the difference in percentage between the product descriptions written in Arabic and Thai?,works_cycles,0,SELECT CAST(SUM(CASE WHEN T1.Name = 'Arabic' THEN 1 ELSE 0 END) AS REAL) * 100 / SUM(CASE WHEN T1.Name = 'Thai' THEN 1 ELSE 0 END) FROM Culture AS T1 INNER JOIN ProductModelProductDescriptionCulture AS T2 ON T1.CultureID = T2.CultureID,,2,100.0,works_cycles#sep#ProductModelProductDescriptionCulture#sep#ProductModelProductDescriptionCulture [TAB] works_cycles#sep#Culture#sep#Culture
"How many pairs of object samples in image no.1 have the relation of ""parked on""?",image_and_language,1,SELECT SUM(CASE WHEN T1.PRED_CLASS = 'parked on' THEN 1 ELSE 0 END) FROM PRED_CLASSES AS T1 INNER JOIN IMG_REL AS T2 ON T1.PRED_CLASS_ID = T2.PRED_CLASS_ID WHERE T2.IMG_ID = 1 AND T2.OBJ1_SAMPLE_ID != OBJ2_SAMPLE_ID,,2,4.0,image_and_language#sep#PRED_CLASSES#sep#PRED_CLASSES [TAB] image_and_language#sep#IMG_REL#sep#IMG_REL
"How many images have at least one pair of object samples with the relation ""parked on""?",image_and_language,1,SELECT SUM(CASE WHEN T1.PRED_CLASS = 'parked on' THEN 1 ELSE 0 END) FROM PRED_CLASSES AS T1 INNER JOIN IMG_REL AS T2 ON T1.PRED_CLASS_ID = T2.PRED_CLASS_ID WHERE T2.OBJ1_SAMPLE_ID != T2.OBJ2_SAMPLE_ID,,2,1269.0,image_and_language#sep#PRED_CLASSES#sep#PRED_CLASSES [TAB] image_and_language#sep#IMG_REL#sep#IMG_REL
How many white objects are there in image no.2347915?,image_and_language,1,SELECT SUM(CASE WHEN T2.ATT_CLASS = 'white' THEN 1 ELSE 0 END) FROM IMG_OBJ_ATT AS T1 INNER JOIN ATT_CLASSES AS T2 ON T1.ATT_CLASS_ID = T2.ATT_CLASS_ID WHERE T1.IMG_ID = 2347915,,2,2.0,image_and_language#sep#ATT_CLASSES#sep#ATT_CLASSES [TAB] image_and_language#sep#IMG_OBJ_ATT#sep#IMG_OBJ_ATT
"How many images have at least 5 ""black"" classes?",image_and_language,11,SELECT COUNT(IMGID) FROM ( SELECT T1.IMG_ID AS IMGID FROM IMG_OBJ_att AS T1 INNER JOIN ATT_CLASSES AS T2 ON T1.ATT_CLASS_ID = T2.ATT_CLASS_ID WHERE T2.ATT_CLASS = 'black' GROUP BY T1.IMG_ID HAVING COUNT(T1.ATT_CLASS_ID) >= 5 ) T3,,2,2734.0,image_and_language#sep#ATT_CLASSES#sep#ATT_CLASSES [TAB] image_and_language#sep#IMG_OBJ_ATT#sep#IMG_OBJ_ATT
"How many prediction classes with ""has"" captions are there for image id 3050?",image_and_language,11,SELECT COUNT(T2.PRED_CLASS_ID) FROM IMG_REL AS T1 INNER JOIN PRED_CLASSES AS T2 ON T1.PRED_CLASS_ID = T2.PRED_CLASS_ID WHERE T1.IMG_ID = 3050 AND T2.PRED_CLASS = 'has',,2,3.0,image_and_language#sep#IMG_REL#sep#IMG_REL [TAB] image_and_language#sep#PRED_CLASSES#sep#PRED_CLASSES
"Among the objects that have multiple relations, how many images whose captions for the prediction class ids are ""on""?",image_and_language,11,SELECT COUNT(T2.PRED_CLASS_ID) FROM IMG_REL AS T1 INNER JOIN PRED_CLASSES AS T2 ON T1.PRED_CLASS_ID = T2.PRED_CLASS_ID WHERE T1.OBJ1_SAMPLE_ID != T1.OBJ2_SAMPLE_ID AND T2.PRED_CLASS = 'on',,2,225742.0,image_and_language#sep#IMG_REL#sep#IMG_REL [TAB] image_and_language#sep#PRED_CLASSES#sep#PRED_CLASSES
How many images have objects with the attributes of polka dot?,image_and_language,1,SELECT COUNT(T2.OBJ_SAMPLE_ID) FROM ATT_CLASSES AS T1 INNER JOIN IMG_OBJ_ATT AS T2 ON T1.ATT_CLASS_ID = T2.ATT_CLASS_ID WHERE T1.ATT_CLASS = 'polka dot',,2,82.0,image_and_language#sep#ATT_CLASSES#sep#ATT_CLASSES [TAB] image_and_language#sep#IMG_OBJ_ATT#sep#IMG_OBJ_ATT
"For those objects that have multiple relations, how many images have a prediction class of ""reading""?",image_and_language,1,SELECT COUNT(T1.IMG_ID) FROM IMG_REL AS T1 INNER JOIN PRED_CLASSES AS T2 ON T1.PRED_CLASS_ID = T2.PRED_CLASS_ID WHERE T2.PRED_CLASS = 'reading',,2,131.0,image_and_language#sep#IMG_REL#sep#IMG_REL [TAB] image_and_language#sep#PRED_CLASSES#sep#PRED_CLASSES
"How many images have ""picture"" as their attribute class?",image_and_language,1,SELECT COUNT(T2.IMG_ID) FROM ATT_CLASSES AS T1 INNER JOIN IMG_OBJ_ATT AS T2 ON T1.ATT_CLASS_ID = T2.ATT_CLASS_ID WHERE T1.ATT_CLASS = 'picture',,2,114.0,image_and_language#sep#ATT_CLASSES#sep#ATT_CLASSES [TAB] image_and_language#sep#IMG_OBJ_ATT#sep#IMG_OBJ_ATT
How many 'has' predicate classes does image ID 107 have?,image_and_language,11,SELECT COUNT(T2.PRED_CLASS) FROM IMG_REL AS T1 INNER JOIN PRED_CLASSES AS T2 ON T1.PRED_CLASS_ID = T2.PRED_CLASS_ID WHERE T1.IMG_ID = 107 AND T2.PRED_CLASS = 'has',,2,5.0,image_and_language#sep#IMG_REL#sep#IMG_REL [TAB] image_and_language#sep#PRED_CLASSES#sep#PRED_CLASSES
How many 'blue' attribute classes are there on image ID 2355735?,image_and_language,11,SELECT COUNT(T1.ATT_CLASS) FROM ATT_CLASSES AS T1 INNER JOIN IMG_OBJ_ATT AS T2 ON T1.ATT_CLASS_ID = T2.ATT_CLASS_ID WHERE T2.IMG_ID = 2355735 AND T1.ATT_CLASS = 'blue',,2,2.0,image_and_language#sep#ATT_CLASSES#sep#ATT_CLASSES [TAB] image_and_language#sep#IMG_OBJ_ATT#sep#IMG_OBJ_ATT
How many universities are there in the United States of America?,university,1,SELECT COUNT(*) FROM university AS T1 INNER JOIN country AS T2 ON T1.country_id = T2.id WHERE T2.country_name = 'United States of America',,2,273.0,university#sep#university#sep#university [TAB] university#sep#country#sep#country
How many universities scored 0 in Awards between 2005 to 2015?,university,11,SELECT COUNT(*) FROM ranking_criteria AS T1 INNER JOIN university_ranking_year AS T2 ON T1.id = T2.ranking_criteria_id WHERE T1.criteria_name = 'Award' AND T2.year BETWEEN 2005 AND 2015 AND T2.score = 0,,2,135.0,university#sep#university_ranking_year#sep#university_ranking_year0 [TAB] university#sep#university_ranking_year#sep#university_ranking_year2 [TAB] university#sep#university_ranking_year#sep#university_ranking_year5 [TAB] university#sep#university_ranking_year#sep#university_ranking_year4 [TAB] university#sep#university_ranking_year#sep#university_ranking_year10 [TAB] university#sep#university_ranking_year#sep#university_ranking_year14 [TAB] university#sep#university_ranking_year#sep#university_ranking_year1 [TAB] university#sep#university_ranking_year#sep#university_ranking_year11 [TAB] university#sep#university_ranking_year#sep#university_ranking_year12 [TAB] university#sep#university_ranking_year#sep#university_ranking_year9 [TAB] university#sep#university_ranking_year#sep#university_ranking_year6 [TAB] university#sep#university_ranking_year#sep#university_ranking_year13 [TAB] university#sep#university_ranking_year#sep#university_ranking_year8 [TAB] university#sep#university_ranking_year#sep#university_ranking_year7 [TAB] university#sep#university_ranking_year#sep#university_ranking_year3 [TAB] university#sep#ranking_criteria
How many times did the Yale University achieve a score of no less than 10 in the Quality of Education Rank?,university,111,SELECT COUNT(*) FROM ranking_criteria AS T1 INNER JOIN university_ranking_year AS T2 ON T1.id = T2.ranking_criteria_id INNER JOIN university AS T3 ON T3.id = T2.university_id WHERE T3.university_name = 'Yale University' AND T2.score >= 10 AND T1.criteria_name = 'Quality of Education Rank',,3,3.0,university#sep#university#sep#university [TAB] university#sep#university_ranking_year [TAB] university#sep#ranking_criteria
