question,db,lbl,sql,diff,related_tab_cnts,answer,related_tabs
What is the count of states with college students playing in the mid position but not as goalies?,soccer_2,1,SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie'),,2,1.0,soccer_2#sep#College#sep#College [TAB] soccer_2#sep#Tryout#sep#Tryout
What are the total order quantities of photo products?,cre_Drama_Workshop_Groups,1,"SELECT sum(T1.Order_Quantity) FROM ORDER_ITEMS AS T1 JOIN Products AS T2 ON T1.Product_ID  =  T2.Product_ID WHERE T2.Product_Name  =  ""photo""",,2,3.0,cre_Drama_Workshop_Groups#sep#Order_Items#sep#Order_Items [TAB] cre_Drama_Workshop_Groups#sep#Products#sep#Products
"Compute the total order quantities of the product ""photo"".",cre_Drama_Workshop_Groups,1,"SELECT sum(T1.Order_Quantity) FROM ORDER_ITEMS AS T1 JOIN Products AS T2 ON T1.Product_ID  =  T2.Product_ID WHERE T2.Product_Name  =  ""photo""",,2,3.0,cre_Drama_Workshop_Groups#sep#Order_Items#sep#Order_Items [TAB] cre_Drama_Workshop_Groups#sep#Products#sep#Products
How many problems are there for product voluptatem?,tracking_software_problems,1,"SELECT count(*) FROM product AS T1 JOIN problems AS T2 ON T1.product_id = T2.product_id WHERE T1.product_name = ""voluptatem""",,2,0.0,tracking_software_problems#sep#Problems#sep#Problems [TAB] tracking_software_problems#sep#Product#sep#Product
"How many problems did the product called ""voluptatem"" have in record?",tracking_software_problems,1,"SELECT count(*) FROM product AS T1 JOIN problems AS T2 ON T1.product_id = T2.product_id WHERE T1.product_name = ""voluptatem""",,2,0.0,tracking_software_problems#sep#Problems#sep#Problems [TAB] tracking_software_problems#sep#Product#sep#Product
What is the sum of total pounds of purchase in year 2018 for all branches in London?,shop_membership,11,SELECT sum(total_pounds) FROM purchase AS T1 JOIN branch AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.city  =  'London' AND T1.year  =  2018,,2,3531.5899999999997,shop_membership#sep#purchase#sep#purchase [TAB] shop_membership#sep#branch#sep#branch
How many total pounds were purchased in the year 2018 at all London branches?,shop_membership,11,SELECT sum(total_pounds) FROM purchase AS T1 JOIN branch AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.city  =  'London' AND T1.year  =  2018,,2,3531.5899999999997,shop_membership#sep#purchase#sep#purchase [TAB] shop_membership#sep#branch#sep#branch
What is the total number of purchases for members with level 6?,shop_membership,1,SELECT count(*) FROM purchase AS T1 JOIN member AS T2 ON T1.member_id  =  T2.member_id WHERE T2.level  =  6,,2,7.0,shop_membership#sep#purchase#sep#purchase [TAB] shop_membership#sep#member#sep#member
What are the total purchases for members rated at level 6?,shop_membership,1,SELECT count(*) FROM purchase AS T1 JOIN member AS T2 ON T1.member_id  =  T2.member_id WHERE T2.level  =  6,,2,7.0,shop_membership#sep#purchase#sep#purchase [TAB] shop_membership#sep#member#sep#member
"How many characteristics does the product named ""sesame"" have?",products_gen_characteristics,1,"SELECT count(*) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id WHERE t1.product_name  =  ""sesame""",,2,2.0,products_gen_characteristics#sep#Product_Characteristics#sep#Product_Characteristics [TAB] products_gen_characteristics#sep#Products#sep#Products
Count the number of characteristics the product 'sesame' has.,products_gen_characteristics,1,"SELECT count(*) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id WHERE t1.product_name  =  ""sesame""",,2,2.0,products_gen_characteristics#sep#Product_Characteristics#sep#Product_Characteristics [TAB] products_gen_characteristics#sep#Products#sep#Products
"How many distinct characteristic names does the product ""cumin"" have?",products_gen_characteristics,1,"SELECT count(DISTINCT t3.characteristic_name) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id WHERE t1.product_name  =  ""sesame""",,3,2.0,products_gen_characteristics#sep#Product_Characteristics [TAB] products_gen_characteristics#sep#Characteristics#sep#Characteristics [TAB] products_gen_characteristics#sep#Products#sep#Products
Count the number of different characteristic names the product 'cumin' has.,products_gen_characteristics,1,"SELECT count(DISTINCT t3.characteristic_name) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id WHERE t1.product_name  =  ""sesame""",,3,2.0,products_gen_characteristics#sep#Product_Characteristics [TAB] products_gen_characteristics#sep#Characteristics#sep#Characteristics [TAB] products_gen_characteristics#sep#Products#sep#Products
"How many characteristics does the product named ""laurel"" have?",products_gen_characteristics,1,"SELECT count(*) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id WHERE t1.product_name  =  ""laurel""",,3,0.0,products_gen_characteristics#sep#Product_Characteristics [TAB] products_gen_characteristics#sep#Characteristics#sep#Characteristics [TAB] products_gen_characteristics#sep#Products#sep#Products
Count the number of characteristics of the product named 'laurel'.,products_gen_characteristics,1,"SELECT count(*) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id WHERE t1.product_name  =  ""laurel""",,3,0.0,products_gen_characteristics#sep#Product_Characteristics [TAB] products_gen_characteristics#sep#Characteristics#sep#Characteristics [TAB] products_gen_characteristics#sep#Products#sep#Products
"Find the number of characteristics that the product ""flax"" has.",products_gen_characteristics,1,"SELECT count(*) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id WHERE t1.product_name  =  ""flax""",,3,0.0,products_gen_characteristics#sep#Product_Characteristics [TAB] products_gen_characteristics#sep#Characteristics#sep#Characteristics [TAB] products_gen_characteristics#sep#Products#sep#Products
Count the number of characteristics of the 'flax' product.,products_gen_characteristics,1,"SELECT count(*) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id WHERE t1.product_name  =  ""flax""",,3,0.0,products_gen_characteristics#sep#Product_Characteristics [TAB] products_gen_characteristics#sep#Characteristics#sep#Characteristics [TAB] products_gen_characteristics#sep#Products#sep#Products
"How many products have the characteristic named ""hot""?",products_gen_characteristics,10,"SELECT count(*) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id WHERE t3.characteristic_name  =  ""hot""",,3,1.0,products_gen_characteristics#sep#Product_Characteristics [TAB] products_gen_characteristics#sep#Characteristics#sep#Characteristics [TAB] products_gen_characteristics#sep#Products#sep#Products
Count the number of products with the 'hot' charactersitic.,products_gen_characteristics,10,"SELECT count(*) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id WHERE t3.characteristic_name  =  ""hot""",,3,1.0,products_gen_characteristics#sep#Product_Characteristics [TAB] products_gen_characteristics#sep#Characteristics#sep#Characteristics [TAB] products_gen_characteristics#sep#Products#sep#Products
"Find the number of the products that have their color described as ""red"" and have a characteristic named ""slow"".",products_gen_characteristics,101,"SELECT count(*) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id JOIN ref_colors AS t4 ON t1.color_code  =  t4.color_code WHERE t4.color_description  =  ""red"" AND t3.characteristic_name  =  ""slow""",,4,0.0,products_gen_characteristics#sep#Product_Characteristics [TAB] products_gen_characteristics#sep#Characteristics#sep#Characteristics [TAB] products_gen_characteristics#sep#Products#sep#Products [TAB] products_gen_characteristics#sep#Ref_Colors#sep#Ref_Colors
How many products have the color description 'red' and the characteristic name 'slow'?,products_gen_characteristics,101,"SELECT count(*) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id JOIN ref_colors AS t4 ON t1.color_code  =  t4.color_code WHERE t4.color_description  =  ""red"" AND t3.characteristic_name  =  ""slow""",,4,0.0,products_gen_characteristics#sep#Product_Characteristics [TAB] products_gen_characteristics#sep#Characteristics#sep#Characteristics [TAB] products_gen_characteristics#sep#Products#sep#Products [TAB] products_gen_characteristics#sep#Ref_Colors#sep#Ref_Colors
"Count the products that have the color description ""white"" or have the characteristic name ""hot"".",products_gen_characteristics,101,"SELECT count(*) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id JOIN ref_colors AS t4 ON t1.color_code  =  t4.color_code WHERE t4.color_description  =  ""white"" OR t3.characteristic_name  =  ""hot""",,4,1.0,products_gen_characteristics#sep#Product_Characteristics [TAB] products_gen_characteristics#sep#Characteristics#sep#Characteristics [TAB] products_gen_characteristics#sep#Products#sep#Products [TAB] products_gen_characteristics#sep#Ref_Colors#sep#Ref_Colors
How many products have their color described as 'white' or have a characteristic with the name 'hot'?,products_gen_characteristics,101,"SELECT count(*) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id JOIN ref_colors AS t4 ON t1.color_code  =  t4.color_code WHERE t4.color_description  =  ""white"" OR t3.characteristic_name  =  ""hot""",,4,1.0,products_gen_characteristics#sep#Product_Characteristics [TAB] products_gen_characteristics#sep#Characteristics#sep#Characteristics [TAB] products_gen_characteristics#sep#Products#sep#Products [TAB] products_gen_characteristics#sep#Ref_Colors#sep#Ref_Colors
How many colors are never used by any product?,products_gen_characteristics,100,SELECT count(*) FROM Ref_colors WHERE color_code NOT IN ( SELECT color_code FROM products ),,2,2.0,products_gen_characteristics#sep#Ref_Colors#sep#Ref_Colors [TAB] products_gen_characteristics#sep#Products#sep#Products
Count the number of colors that are not used in any products.,products_gen_characteristics,100,SELECT count(*) FROM Ref_colors WHERE color_code NOT IN ( SELECT color_code FROM products ),,2,2.0,products_gen_characteristics#sep#Ref_Colors#sep#Ref_Colors [TAB] products_gen_characteristics#sep#Products#sep#Products
Find the total number of students living in the male dorm (with gender M).,dorm_1,100,SELECT count(*) FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T3.gender  =  'M',,3,1.0,dorm_1#sep#Dorm#sep#Dorm [TAB] dorm_1#sep#Lives_in#sep#Lives_in [TAB] dorm_1#sep#Student#sep#Student
What are the total number of students who are living in a male dorm?,dorm_1,100,SELECT count(*) FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T3.gender  =  'M',,3,1.0,dorm_1#sep#Dorm#sep#Dorm [TAB] dorm_1#sep#Lives_in#sep#Lives_in [TAB] dorm_1#sep#Student#sep#Student
Find the number of female students (with F sex) living in Smith Hall,dorm_1,101,SELECT count(*) FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T3.dorm_name  =  'Smith Hall' AND T1.sex  =  'F',,3,5.0,dorm_1#sep#Dorm#sep#Dorm [TAB] dorm_1#sep#Lives_in#sep#Lives_in [TAB] dorm_1#sep#Student#sep#Student
How many female students live in Smith Hall?,dorm_1,101,SELECT count(*) FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T3.dorm_name  =  'Smith Hall' AND T1.sex  =  'F',,3,5.0,dorm_1#sep#Dorm#sep#Dorm [TAB] dorm_1#sep#Lives_in#sep#Lives_in [TAB] dorm_1#sep#Student#sep#Student
How many tourists did not make any visit?,cre_Theme_park,100,SELECT count(*) FROM Visitors WHERE Tourist_ID NOT IN ( SELECT Tourist_ID FROM Visits ),,2,9.0,cre_Theme_park#sep#Visitors [TAB] cre_Theme_park#sep#Visits#sep#Visits
Count the number of tourists who did not visit any place.,cre_Theme_park,100,SELECT count(*) FROM Visitors WHERE Tourist_ID NOT IN ( SELECT Tourist_ID FROM Visits ),,2,9.0,cre_Theme_park#sep#Visitors [TAB] cre_Theme_park#sep#Visits#sep#Visits
"How many customers are living in city ""Lake Geovannyton""?",customers_and_addresses,100,"SELECT count(*) FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id  =  t2.customer_id JOIN addresses AS t3 ON t2.address_id  =  t3.address_id WHERE t3.city  =  ""Lake Geovannyton""",,3,3.0,customers_and_addresses#sep#Addresses#sep#Addresses [TAB] customers_and_addresses#sep#Customers#sep#Customers [TAB] customers_and_addresses#sep#Customer_Addresses#sep#Customer_Addresses
Find the number of customers who live in the city called Lake Geovannyton.,customers_and_addresses,100,"SELECT count(*) FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id  =  t2.customer_id JOIN addresses AS t3 ON t2.address_id  =  t3.address_id WHERE t3.city  =  ""Lake Geovannyton""",,3,3.0,customers_and_addresses#sep#Addresses#sep#Addresses [TAB] customers_and_addresses#sep#Customers#sep#Customers [TAB] customers_and_addresses#sep#Customer_Addresses#sep#Customer_Addresses
How many types of products have Rodrick Heaney bought in total?,customers_and_addresses,10,"SELECT count(DISTINCT t3.product_id) FROM customers AS t1 JOIN customer_orders AS t2 ON t1.customer_id  =  t2.customer_id JOIN order_items AS t3 ON t2.order_id  =  t3.order_id WHERE t1.customer_name  =  ""Rodrick Heaney""",,3,2.0,customers_and_addresses#sep#Order_Items#sep#Order_Items [TAB] customers_and_addresses#sep#Customers#sep#Customers [TAB] customers_and_addresses#sep#Customer_Orders#sep#Customer_Orders
Find the number of distinct products Rodrick Heaney has bought so far.,customers_and_addresses,10,"SELECT count(DISTINCT t3.product_id) FROM customers AS t1 JOIN customer_orders AS t2 ON t1.customer_id  =  t2.customer_id JOIN order_items AS t3 ON t2.order_id  =  t3.order_id WHERE t1.customer_name  =  ""Rodrick Heaney""",,3,2.0,customers_and_addresses#sep#Order_Items#sep#Order_Items [TAB] customers_and_addresses#sep#Customers#sep#Customers [TAB] customers_and_addresses#sep#Customer_Orders#sep#Customer_Orders
"What is the total quantity of products purchased by ""Rodrick Heaney""?",customers_and_addresses,10,"SELECT sum(t3.order_quantity) FROM customers AS t1 JOIN customer_orders AS t2 ON t1.customer_id  =  t2.customer_id JOIN order_items AS t3 ON t2.order_id  =  t3.order_id WHERE t1.customer_name  =  ""Rodrick Heaney""",,3,21.0,customers_and_addresses#sep#Order_Items#sep#Order_Items [TAB] customers_and_addresses#sep#Customers#sep#Customers [TAB] customers_and_addresses#sep#Customer_Orders#sep#Customer_Orders
"Tell me the total quantity of products bought by the customer called ""Rodrick Heaney"".",customers_and_addresses,10,"SELECT sum(t3.order_quantity) FROM customers AS t1 JOIN customer_orders AS t2 ON t1.customer_id  =  t2.customer_id JOIN order_items AS t3 ON t2.order_id  =  t3.order_id WHERE t1.customer_name  =  ""Rodrick Heaney""",,3,21.0,customers_and_addresses#sep#Order_Items#sep#Order_Items [TAB] customers_and_addresses#sep#Customers#sep#Customers [TAB] customers_and_addresses#sep#Customer_Orders#sep#Customer_Orders
"What is the total number of products that are in orders with status ""Cancelled""?",customers_and_addresses,1,"SELECT sum(t2.order_quantity) FROM customer_orders AS t1 JOIN order_items AS t2 ON t1.order_id  =  t2.order_id WHERE t1.order_status  =  ""Cancelled""",,2,77.0,customers_and_addresses#sep#Order_Items#sep#Order_Items [TAB] customers_and_addresses#sep#Customer_Orders#sep#Customer_Orders
"Find the total quantity of products associated with the orders in the ""Cancelled"" status.",customers_and_addresses,1,"SELECT sum(t2.order_quantity) FROM customer_orders AS t1 JOIN order_items AS t2 ON t1.order_id  =  t2.order_id WHERE t1.order_status  =  ""Cancelled""",,2,77.0,customers_and_addresses#sep#Order_Items#sep#Order_Items [TAB] customers_and_addresses#sep#Customer_Orders#sep#Customer_Orders
Find the total amount of products ordered before 2018-03-17 07:13:53.,customers_and_addresses,1,"SELECT sum(t2.order_quantity) FROM customer_orders AS t1 JOIN order_items AS t2 ON t1.order_id  =  t2.order_id WHERE t1.order_date  <  ""2018-03-17 07:13:53""",,2,45.0,customers_and_addresses#sep#Order_Items#sep#Order_Items [TAB] customers_and_addresses#sep#Customer_Orders#sep#Customer_Orders
What is the total amount of products purchased before 2018-03-17 07:13:53?,customers_and_addresses,1,"SELECT sum(t2.order_quantity) FROM customer_orders AS t1 JOIN order_items AS t2 ON t1.order_id  =  t2.order_id WHERE t1.order_date  <  ""2018-03-17 07:13:53""",,2,45.0,customers_and_addresses#sep#Order_Items#sep#Order_Items [TAB] customers_and_addresses#sep#Customer_Orders#sep#Customer_Orders
What is the average weeks on top of volumes associated with the artist aged 25 or younger?,music_4,1,SELECT avg(T2.Weeks_on_Top) FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID  =  T2.Artist_ID WHERE T1.age  <=  25,,2,1.0,music_4#sep#volume#sep#volume [TAB] music_4#sep#artist#sep#artist
Return the average number of weeks on top for volumes by artists that are at most 25 years old.,music_4,1,SELECT avg(T2.Weeks_on_Top) FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID  =  T2.Artist_ID WHERE T1.age  <=  25,,2,1.0,music_4#sep#volume#sep#volume [TAB] music_4#sep#artist#sep#artist
How many countries do not have an roller coaster longer than 3000?,roller_coaster,100,SELECT count(*) FROM country WHERE country_id NOT IN ( SELECT country_id FROM roller_coaster WHERE LENGTH  >  3000 ),,2,1.0,roller_coaster#sep#roller_coaster#sep#roller_coaster [TAB] roller_coaster#sep#country
How many airports haven't the pilot 'Thompson' driven an aircraft?,flight_company,0,SELECT count(*) FROM airport WHERE id NOT IN ( SELECT airport_id FROM flight WHERE pilot  =  'Thompson' );,,2,3.0,flight_company#sep#flight#sep#flight [TAB] flight_company#sep#airport#sep#airport
How many documents do not have any expense?,cre_Docs_and_Epenses,100,SELECT count(*) FROM Documents WHERE document_id NOT IN ( SELECT document_id FROM Documents_with_expenses ),,2,5.0,cre_Docs_and_Epenses#sep#Documents_with_Expenses#sep#Documents_with_Expenses [TAB] cre_Docs_and_Epenses#sep#Documents_with_Expenses#sep#Documents_with_Expenses [TAB] cre_Docs_and_Epenses#sep#Documents#sep#Documents
Count the number of documents that do not have expenses.,cre_Docs_and_Epenses,100,SELECT count(*) FROM Documents WHERE document_id NOT IN ( SELECT document_id FROM Documents_with_expenses ),,2,5.0,cre_Docs_and_Epenses#sep#Documents_with_Expenses#sep#Documents_with_Expenses [TAB] cre_Docs_and_Epenses#sep#Documents_with_Expenses#sep#Documents_with_Expenses [TAB] cre_Docs_and_Epenses#sep#Documents#sep#Documents
Find the number of scientists who are not assigned to any project.,scientist_1,0,SELECT count(*) FROM scientists WHERE ssn NOT IN (SELECT scientist FROM AssignedTo),,2,0.0,scientist_1#sep#Scientists#sep#Scientists [TAB] scientist_1#sep#AssignedTo#sep#AssignedTo
How many scientists do not have any projects assigned to them?,scientist_1,0,SELECT count(*) FROM scientists WHERE ssn NOT IN (SELECT scientist FROM AssignedTo),,2,0.0,scientist_1#sep#Scientists#sep#Scientists [TAB] scientist_1#sep#AssignedTo#sep#AssignedTo
How long is the total lesson time took by customer with first name as Rylan and last name as Goodwin?,driving_school,1,"SELECT sum(T1.lesson_time) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"";",,2,11.0,driving_school#sep#Lessons [TAB] driving_school#sep#Customers#sep#Customers
How long is the total lesson time took by the customer named Rylan Goodwin?,driving_school,1,"SELECT sum(T1.lesson_time) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"";",,2,11.0,driving_school#sep#Lessons [TAB] driving_school#sep#Customers#sep#Customers
How many lessons taken by customer with first name as Rylan and last name as Goodwin were completed?,driving_school,11,"SELECT count(*) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"" AND T1.lesson_status_code = ""Completed"";",,2,1.0,driving_school#sep#Lessons [TAB] driving_school#sep#Customers#sep#Customers
How many lessons did the customer Ryan Goodwin complete?,driving_school,11,"SELECT count(*) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"" AND T1.lesson_status_code = ""Completed"";",,2,1.0,driving_school#sep#Lessons [TAB] driving_school#sep#Customers#sep#Customers
How much in total does customer with first name as Carole and last name as Bernhard paid?,driving_school,1,"SELECT sum(T1.amount_payment) FROM Customer_Payments AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = ""Carole"" AND T2.last_name = ""Bernhard""",,2,9886.62,driving_school#sep#Customer_Payments [TAB] driving_school#sep#Customers#sep#Customers
What is the total amount of moeny paid by the customer Carole Bernhard?,driving_school,1,"SELECT sum(T1.amount_payment) FROM Customer_Payments AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = ""Carole"" AND T2.last_name = ""Bernhard""",,2,9886.62,driving_school#sep#Customer_Payments [TAB] driving_school#sep#Customers#sep#Customers
List the number of customers that did not have any payment history.,driving_school,100,SELECT count(*) FROM Customers WHERE customer_id NOT IN ( SELECT customer_id FROM Customer_Payments );,,2,4.0,driving_school#sep#Customer_Payments [TAB] driving_school#sep#Customers#sep#Customers
How many customers have no payment histories?,driving_school,100,SELECT count(*) FROM Customers WHERE customer_id NOT IN ( SELECT customer_id FROM Customer_Payments );,,2,4.0,driving_school#sep#Customer_Payments [TAB] driving_school#sep#Customers#sep#Customers
How many lessons taught by staff whose first name has letter 'a' in it?,driving_school,1,"SELECT count(*) FROM Lessons AS T1 JOIN Staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name LIKE ""%a%""",,2,5.0,driving_school#sep#Lessons [TAB] driving_school#sep#Staff#sep#Staff
How many lessons were taught by a staff member whose first name has the letter 'a' in it?,driving_school,1,"SELECT count(*) FROM Lessons AS T1 JOIN Staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name LIKE ""%a%""",,2,5.0,driving_school#sep#Lessons [TAB] driving_school#sep#Staff#sep#Staff
How long is the total lesson time taught by staff with first name as Janessa and last name as Sawayn?,driving_school,1,"SELECT sum(lesson_time) FROM Lessons AS T1 JOIN Staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";",,2,9.0,driving_school#sep#Lessons [TAB] driving_school#sep#Staff#sep#Staff
What is the total time for all lessons taught by Janessa Sawayn?,driving_school,1,"SELECT sum(lesson_time) FROM Lessons AS T1 JOIN Staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";",,2,9.0,driving_school#sep#Lessons [TAB] driving_school#sep#Staff#sep#Staff
What is average lesson price taught by staff with first name as Janessa and last name as Sawayn?,driving_school,1,"SELECT avg(price) FROM Lessons AS T1 JOIN Staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";",,2,306.0,driving_school#sep#Lessons [TAB] driving_school#sep#Staff#sep#Staff
What is the average price for a lesson taught by Janessa Sawayn?,driving_school,1,"SELECT avg(price) FROM Lessons AS T1 JOIN Staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";",,2,306.0,driving_school#sep#Lessons [TAB] driving_school#sep#Staff#sep#Staff
How many lesson does customer with first name Ray took?,driving_school,1,"SELECT count(*) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Ray""",,2,2.0,driving_school#sep#Lessons [TAB] driving_school#sep#Customers#sep#Customers
How many lessons did the customer with the first name Ray take?,driving_school,1,"SELECT count(*) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Ray""",,2,2.0,driving_school#sep#Lessons [TAB] driving_school#sep#Customers#sep#Customers
Find the number of routes operated by American Airlines.,flight_4,10,SELECT count(*) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',,2,2352.0,flight_4#sep#airlines#sep#airlines_identification0 [TAB] flight_4#sep#routes
How many routes does American Airlines operate?,flight_4,10,SELECT count(*) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',,2,2352.0,flight_4#sep#airlines#sep#airlines_identification0 [TAB] flight_4#sep#routes
Find the number of routes whose destination airports are in Canada.,flight_4,0,SELECT count(*) FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.dst_apid WHERE country  =  'Canada',,2,1847.0,flight_4#sep#airports#sep#airport_identification0 [TAB] flight_4#sep#routes#sep#routes_destination0
How many routes end in a Canadian airport?,flight_4,0,SELECT count(*) FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.dst_apid WHERE country  =  'Canada',,2,1847.0,flight_4#sep#airports#sep#airport_identification0 [TAB] flight_4#sep#routes#sep#routes_destination0
Find the number of different airports which are the destinations of the American Airlines.,flight_4,10,SELECT count(DISTINCT dst_apid) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',,2,431.0,flight_4#sep#airlines#sep#airlines_identification0 [TAB] flight_4#sep#routes
Find the number of routes with destination airports in Italy.,flight_4,10,SELECT count(*) FROM routes AS T1 JOIN airports AS T2 ON T1.dst_apid  =  T2.apid WHERE T2.country  =  'Italy',,2,1779.0,flight_4#sep#airports#sep#airport_identification0 [TAB] flight_4#sep#routes#sep#routes_destination0
What is the number of routes whose destinations are Italian airports?,flight_4,10,SELECT count(*) FROM routes AS T1 JOIN airports AS T2 ON T1.dst_apid  =  T2.apid WHERE T2.country  =  'Italy',,2,1779.0,flight_4#sep#airports#sep#airport_identification0 [TAB] flight_4#sep#routes#sep#routes_destination0
Return the number of routes with destination airport in Italy operated by the airline with name 'American Airlines'.,flight_4,110,SELECT count(*) FROM routes AS T1 JOIN airports AS T2 ON T1.dst_apid  =  T2.apid JOIN airlines AS T3 ON T1.alid  =  T3.alid WHERE T2.country  =  'Italy' AND T3.name  =  'American Airlines',,3,13.0,flight_4#sep#airports#sep#airport_identification0 [TAB] flight_4#sep#airlines#sep#airlines_identification0 [TAB] flight_4#sep#routes
Find the number of routes that have destination John F Kennedy International Airport.,flight_4,10,SELECT count(*) FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.dst_apid WHERE T1.name  =  'John F Kennedy International Airport',,2,455.0,flight_4#sep#airports#sep#airport_identification0 [TAB] flight_4#sep#routes#sep#routes_destination0
